"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"29 years"	"29"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"29 years"	"29"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"29 years"	"29"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"29 years"	"29"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"29 years"	"29"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"29 years"	"29"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	27	Not Applicable	Not Applicable
	"29 years"	"29"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"29 years"	"29"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	38	Not Applicable	Not Applicable
	"29 years"	"29"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"29 years"	"29"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"29 years"	"29"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"29 years"	"29"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"29 years"	"29"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	43	Not Applicable	Not Applicable
	"29 years"	"29"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	78	Not Applicable	Not Applicable
	"29 years"	"29"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	35	Not Applicable	Not Applicable
	"29 years"	"29"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	62	Not Applicable	Not Applicable
	"29 years"	"29"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	28	Not Applicable	Not Applicable
	"29 years"	"29"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	46	Not Applicable	Not Applicable
	"29 years"	"29"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"29 years"	"29"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"29 years"	"29"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"29 years"	"29"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	38	Not Applicable	Not Applicable
	"29 years"	"29"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	27	Not Applicable	Not Applicable
	"29 years"	"29"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	38	Not Applicable	Not Applicable
	"29 years"	"29"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"30 years"	"30"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"30 years"	"30"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	26	Not Applicable	Not Applicable
	"30 years"	"30"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"30 years"	"30"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	21	Not Applicable	Not Applicable
	"30 years"	"30"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"30 years"	"30"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"30 years"	"30"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"30 years"	"30"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	22	Not Applicable	Not Applicable
	"30 years"	"30"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	21	Not Applicable	Not Applicable
	"30 years"	"30"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"30 years"	"30"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	49	Not Applicable	Not Applicable
	"30 years"	"30"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"30 years"	"30"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"30 years"	"30"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"30 years"	"30"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"30 years"	"30"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"30 years"	"30"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"30 years"	"30"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	43	Not Applicable	Not Applicable
	"30 years"	"30"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	73	Not Applicable	Not Applicable
	"30 years"	"30"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	56	Not Applicable	Not Applicable
	"30 years"	"30"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"30 years"	"30"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	22	Not Applicable	Not Applicable
	"30 years"	"30"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	57	Not Applicable	Not Applicable
	"30 years"	"30"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"30 years"	"30"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	32	Not Applicable	Not Applicable
	"30 years"	"30"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	24	Not Applicable	Not Applicable
	"30 years"	"30"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	47	Not Applicable	Not Applicable
	"30 years"	"30"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"30 years"	"30"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"30 years"	"30"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"30 years"	"30"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	23	Not Applicable	Not Applicable
	"31 years"	"31"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"31 years"	"31"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"31 years"	"31"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	25	Not Applicable	Not Applicable
	"31 years"	"31"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"31 years"	"31"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"31 years"	"31"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"31 years"	"31"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"31 years"	"31"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"31 years"	"31"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"31 years"	"31"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"31 years"	"31"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	35	Not Applicable	Not Applicable
	"31 years"	"31"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	30	Not Applicable	Not Applicable
	"31 years"	"31"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	44	Not Applicable	Not Applicable
	"31 years"	"31"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"31 years"	"31"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	22	Not Applicable	Not Applicable
	"31 years"	"31"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"31 years"	"31"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"31 years"	"31"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"31 years"	"31"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"31 years"	"31"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"31 years"	"31"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"31 years"	"31"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
	"31 years"	"31"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	86	Not Applicable	Not Applicable
	"31 years"	"31"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	68	Not Applicable	Not Applicable
	"31 years"	"31"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	95	Not Applicable	Not Applicable
	"31 years"	"31"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	41	Not Applicable	Not Applicable
	"31 years"	"31"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
	"31 years"	"31"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	23	Not Applicable	Not Applicable
	"31 years"	"31"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"31 years"	"31"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	25	Not Applicable	Not Applicable
	"31 years"	"31"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	54	Not Applicable	Not Applicable
	"31 years"	"31"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	32	Not Applicable	Not Applicable
	"31 years"	"31"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"31 years"	"31"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"31 years"	"31"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	20	Not Applicable	Not Applicable
	"32 years"	"32"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"32 years"	"32"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"32 years"	"32"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"32 years"	"32"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	16	Not Applicable	Not Applicable
	"32 years"	"32"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"32 years"	"32"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	28	Not Applicable	Not Applicable
	"32 years"	"32"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"32 years"	"32"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	20	Not Applicable	Not Applicable
	"32 years"	"32"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"32 years"	"32"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"32 years"	"32"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"32 years"	"32"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	24	Not Applicable	Not Applicable
	"32 years"	"32"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	26	Not Applicable	Not Applicable
	"32 years"	"32"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	48	Not Applicable	Not Applicable
	"32 years"	"32"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"32 years"	"32"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"32 years"	"32"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"32 years"	"32"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"32 years"	"32"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"32 years"	"32"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"32 years"	"32"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"32 years"	"32"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"32 years"	"32"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"32 years"	"32"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"32 years"	"32"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	71	Not Applicable	Not Applicable
	"32 years"	"32"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	87	Not Applicable	Not Applicable
	"32 years"	"32"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	36	Not Applicable	Not Applicable
	"32 years"	"32"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"32 years"	"32"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	23	Not Applicable	Not Applicable
	"32 years"	"32"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	48	Not Applicable	Not Applicable
	"32 years"	"32"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"32 years"	"32"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	54	Not Applicable	Not Applicable
	"32 years"	"32"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	47	Not Applicable	Not Applicable
	"32 years"	"32"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"32 years"	"32"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"32 years"	"32"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	21	Not Applicable	Not Applicable
	"33 years"	"33"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"33 years"	"33"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	43	Not Applicable	Not Applicable
	"33 years"	"33"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	17	Not Applicable	Not Applicable
	"33 years"	"33"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	16	Not Applicable	Not Applicable
	"33 years"	"33"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"33 years"	"33"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	25	Not Applicable	Not Applicable
	"33 years"	"33"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"33 years"	"33"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"33 years"	"33"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"33 years"	"33"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"33 years"	"33"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	23	Not Applicable	Not Applicable
	"33 years"	"33"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	32	Not Applicable	Not Applicable
	"33 years"	"33"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"33 years"	"33"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"33 years"	"33"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	53	Not Applicable	Not Applicable
	"33 years"	"33"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"33 years"	"33"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	28	Not Applicable	Not Applicable
	"33 years"	"33"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"33 years"	"33"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"33 years"	"33"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"33 years"	"33"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	15	Not Applicable	Not Applicable
	"33 years"	"33"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"33 years"	"33"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"33 years"	"33"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"33 years"	"33"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	52	Not Applicable	Not Applicable
	"33 years"	"33"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	103	Not Applicable	Not Applicable
	"33 years"	"33"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	80	Not Applicable	Not Applicable
	"33 years"	"33"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	126	Not Applicable	Not Applicable
	"33 years"	"33"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	45	Not Applicable	Not Applicable
	"33 years"	"33"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	60	Not Applicable	Not Applicable
	"33 years"	"33"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	20	Not Applicable	Not Applicable
	"33 years"	"33"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"33 years"	"33"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	24	Not Applicable	Not Applicable
	"33 years"	"33"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"33 years"	"33"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	35	Not Applicable	Not Applicable
	"33 years"	"33"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	55	Not Applicable	Not Applicable
	"33 years"	"33"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	16	Not Applicable	Not Applicable
	"33 years"	"33"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
	"34 years"	"34"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	14	Not Applicable	Not Applicable
	"34 years"	"34"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"34 years"	"34"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	47	Not Applicable	Not Applicable
	"34 years"	"34"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"34 years"	"34"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	27	Not Applicable	Not Applicable
	"34 years"	"34"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	18	Not Applicable	Not Applicable
