"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2 years"	"2"	"Dec., 2019"	"2019/12"	"Male"	"M"	48	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2020"	"2020/01"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2020"	"2020/01"	"Male"	"M"	42	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2020"	"2020/02"	"Female"	"F"	47	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2020"	"2020/02"	"Male"	"M"	41	Not Applicable	Not Applicable
	"2 years"	"2"	"Mar., 2020"	"2020/03"	"Female"	"F"	33	Not Applicable	Not Applicable
	"2 years"	"2"	"Mar., 2020"	"2020/03"	"Male"	"M"	41	Not Applicable	Not Applicable
	"2 years"	"2"	"Apr., 2020"	"2020/04"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2 years"	"2"	"Apr., 2020"	"2020/04"	"Male"	"M"	32	Not Applicable	Not Applicable
	"2 years"	"2"	"May, 2020"	"2020/05"	"Female"	"F"	25	Not Applicable	Not Applicable
	"2 years"	"2"	"May, 2020"	"2020/05"	"Male"	"M"	47	Not Applicable	Not Applicable
	"2 years"	"2"	"Jun., 2020"	"2020/06"	"Female"	"F"	25	Not Applicable	Not Applicable
	"2 years"	"2"	"Jun., 2020"	"2020/06"	"Male"	"M"	59	Not Applicable	Not Applicable
	"2 years"	"2"	"Jul., 2020"	"2020/07"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2 years"	"2"	"Jul., 2020"	"2020/07"	"Male"	"M"	56	Not Applicable	Not Applicable
	"2 years"	"2"	"Aug., 2020"	"2020/08"	"Female"	"F"	30	Not Applicable	Not Applicable
	"2 years"	"2"	"Aug., 2020"	"2020/08"	"Male"	"M"	54	Not Applicable	Not Applicable
	"2 years"	"2"	"Sep., 2020"	"2020/09"	"Female"	"F"	29	Not Applicable	Not Applicable
	"2 years"	"2"	"Sep., 2020"	"2020/09"	"Male"	"M"	43	Not Applicable	Not Applicable
	"2 years"	"2"	"Oct., 2020"	"2020/10"	"Female"	"F"	27	Not Applicable	Not Applicable
	"2 years"	"2"	"Oct., 2020"	"2020/10"	"Male"	"M"	29	Not Applicable	Not Applicable
	"2 years"	"2"	"Nov., 2020"	"2020/11"	"Female"	"F"	24	Not Applicable	Not Applicable
	"2 years"	"2"	"Nov., 2020"	"2020/11"	"Male"	"M"	29	Not Applicable	Not Applicable
	"2 years"	"2"	"Dec., 2020"	"2020/12"	"Female"	"F"	26	Not Applicable	Not Applicable
	"2 years"	"2"	"Dec., 2020"	"2020/12"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	34	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	35	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	18	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	34	Not Applicable	Not Applicable
	"2 years"	"2"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	32	Not Applicable	Not Applicable
	"2 years"	"2"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	40	Not Applicable	Not Applicable
	"2 years"	"2"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	36	Not Applicable	Not Applicable
	"2 years"	"2"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	47	Not Applicable	Not Applicable
	"2 years"	"2"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	33	Not Applicable	Not Applicable
	"2 years"	"2"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	47	Not Applicable	Not Applicable
	"2 years"	"2"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	40	Not Applicable	Not Applicable
	"2 years"	"2"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	59	Not Applicable	Not Applicable
	"2 years"	"2"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	43	Not Applicable	Not Applicable
	"2 years"	"2"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	36	Not Applicable	Not Applicable
	"2 years"	"2"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	38	Not Applicable	Not Applicable
	"2 years"	"2"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	51	Not Applicable	Not Applicable
	"2 years"	"2"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2 years"	"2"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	49	Not Applicable	Not Applicable
	"2 years"	"2"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2 years"	"2"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	40	Not Applicable	Not Applicable
	"2 years"	"2"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	27	Not Applicable	Not Applicable
	"2 years"	"2"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	38	Not Applicable	Not Applicable
	"2 years"	"2"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	37	Not Applicable	Not Applicable
	"2 years"	"2"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	45	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	31	Not Applicable	Not Applicable
	"2 years"	"2"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	34	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	18	Not Applicable	Not Applicable
	"2 years"	"2"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	40	Not Applicable	Not Applicable
	"2 years"	"2"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	14	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2018"	"2018/01"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2018"	"2018/01"	"Male"	"M"	45	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2018"	"2018/02"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2018"	"2018/02"	"Male"	"M"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2018"	"2018/03"	"Female"	"F"	21	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2018"	"2018/03"	"Male"	"M"	41	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2018"	"2018/04"	"Female"	"F"	17	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2018"	"2018/04"	"Male"	"M"	33	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2018"	"2018/05"	"Female"	"F"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2018"	"2018/05"	"Male"	"M"	45	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2018"	"2018/06"	"Female"	"F"	21	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2018"	"2018/06"	"Male"	"M"	42	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2018"	"2018/07"	"Female"	"F"	25	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2018"	"2018/07"	"Male"	"M"	39	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2018"	"2018/08"	"Female"	"F"	20	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2018"	"2018/08"	"Male"	"M"	32	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2018"	"2018/09"	"Female"	"F"	24	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2018"	"2018/09"	"Male"	"M"	38	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2018"	"2018/10"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2018"	"2018/10"	"Male"	"M"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2018"	"2018/11"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2018"	"2018/11"	"Male"	"M"	33	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2018"	"2018/12"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2018"	"2018/12"	"Male"	"M"	41	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2019"	"2019/01"	"Female"	"F"	24	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2019"	"2019/01"	"Male"	"M"	34	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2019"	"2019/02"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2019"	"2019/02"	"Male"	"M"	29	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2019"	"2019/03"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2019"	"2019/03"	"Male"	"M"	36	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2019"	"2019/04"	"Female"	"F"	24	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2019"	"2019/04"	"Male"	"M"	25	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2019"	"2019/05"	"Female"	"F"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2019"	"2019/05"	"Male"	"M"	32	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2019"	"2019/06"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2019"	"2019/06"	"Male"	"M"	41	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2019"	"2019/07"	"Female"	"F"	32	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2019"	"2019/07"	"Male"	"M"	34	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2019"	"2019/08"	"Female"	"F"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2019"	"2019/08"	"Male"	"M"	32	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2019"	"2019/09"	"Female"	"F"	22	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2019"	"2019/09"	"Male"	"M"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2019"	"2019/10"	"Female"	"F"	17	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2019"	"2019/10"	"Male"	"M"	42	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2019"	"2019/11"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2019"	"2019/11"	"Male"	"M"	24	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2019"	"2019/12"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2019"	"2019/12"	"Male"	"M"	35	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2020"	"2020/01"	"Female"	"F"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2020"	"2020/01"	"Male"	"M"	31	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2020"	"2020/02"	"Female"	"F"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2020"	"2020/02"	"Male"	"M"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2020"	"2020/03"	"Female"	"F"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2020"	"2020/03"	"Male"	"M"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2020"	"2020/04"	"Female"	"F"	19	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2020"	"2020/04"	"Male"	"M"	31	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2020"	"2020/05"	"Female"	"F"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2020"	"2020/05"	"Male"	"M"	47	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2020"	"2020/06"	"Female"	"F"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2020"	"2020/06"	"Male"	"M"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2020"	"2020/07"	"Female"	"F"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2020"	"2020/07"	"Male"	"M"	46	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2020"	"2020/08"	"Female"	"F"	23	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2020"	"2020/08"	"Male"	"M"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2020"	"2020/09"	"Female"	"F"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2020"	"2020/09"	"Male"	"M"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2020"	"2020/10"	"Female"	"F"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2020"	"2020/10"	"Male"	"M"	41	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2020"	"2020/11"	"Female"	"F"	17	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2020"	"2020/11"	"Male"	"M"	31	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2020"	"2020/12"	"Female"	"F"	24	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2020"	"2020/12"	"Male"	"M"	27	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	19	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	29	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	23	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	34	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	20	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	21	Not Applicable	Not Applicable
	"3 years"	"3"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	34	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	26	Not Applicable	Not Applicable
	"3 years"	"3"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	50	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	21	Not Applicable	Not Applicable
	"3 years"	"3"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	43	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	31	Not Applicable	Not Applicable
	"3 years"	"3"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	48	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	25	Not Applicable	Not Applicable
	"3 years"	"3"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	39	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	25	Not Applicable	Not Applicable
	"3 years"	"3"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	19	Not Applicable	Not Applicable
	"3 years"	"3"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	30	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	29	Not Applicable	Not Applicable
	"3 years"	"3"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	36	Not Applicable	Not Applicable
	"3 years"	"3"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	37	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	19	Not Applicable	Not Applicable
	"3 years"	"3"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	28	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	11	Not Applicable	Not Applicable
	"3 years"	"3"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	25	Not Applicable	Not Applicable
	"3 years"	"3"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	11	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2018"	"2018/01"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2018"	"2018/01"	"Male"	"M"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2018"	"2018/02"	"Female"	"F"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2018"	"2018/02"	"Male"	"M"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2018"	"2018/03"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2018"	"2018/03"	"Male"	"M"	29	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2018"	"2018/04"	"Female"	"F"	11	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2018"	"2018/04"	"Male"	"M"	18	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2018"	"2018/05"	"Female"	"F"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2018"	"2018/05"	"Male"	"M"	44	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2018"	"2018/06"	"Female"	"F"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2018"	"2018/06"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2018"	"2018/07"	"Female"	"F"	24	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2018"	"2018/07"	"Male"	"M"	34	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2018"	"2018/08"	"Female"	"F"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2018"	"2018/08"	"Male"	"M"	33	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2018"	"2018/09"	"Male"	"M"	34	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2018"	"2018/10"	"Female"	"F"	18	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2018"	"2018/10"	"Male"	"M"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2018"	"2018/11"	"Female"	"F"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2018"	"2018/11"	"Male"	"M"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2018"	"2018/12"	"Female"	"F"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2018"	"2018/12"	"Male"	"M"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2019"	"2019/01"	"Female"	"F"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2019"	"2019/01"	"Male"	"M"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2019"	"2019/02"	"Female"	"F"	24	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2019"	"2019/02"	"Male"	"M"	14	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2019"	"2019/03"	"Female"	"F"	19	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2019"	"2019/03"	"Male"	"M"	12	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2019"	"2019/04"	"Female"	"F"	25	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2019"	"2019/04"	"Male"	"M"	29	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2019"	"2019/05"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2019"	"2019/05"	"Male"	"M"	35	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2019"	"2019/06"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2019"	"2019/06"	"Male"	"M"	33	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2019"	"2019/07"	"Female"	"F"	16	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2019"	"2019/07"	"Male"	"M"	34	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2019"	"2019/08"	"Female"	"F"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2019"	"2019/08"	"Male"	"M"	33	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2019"	"2019/09"	"Female"	"F"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2019"	"2019/09"	"Male"	"M"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2019"	"2019/10"	"Female"	"F"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2019"	"2019/10"	"Male"	"M"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2019"	"2019/11"	"Female"	"F"	18	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2019"	"2019/11"	"Male"	"M"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2019"	"2019/12"	"Female"	"F"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2019"	"2019/12"	"Male"	"M"	32	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2020"	"2020/01"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2020"	"2020/01"	"Male"	"M"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2020"	"2020/02"	"Female"	"F"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2020"	"2020/02"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2020"	"2020/03"	"Female"	"F"	17	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2020"	"2020/03"	"Male"	"M"	33	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2020"	"2020/04"	"Female"	"F"	17	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2020"	"2020/04"	"Male"	"M"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2020"	"2020/05"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2020"	"2020/05"	"Male"	"M"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2020"	"2020/06"	"Female"	"F"	15	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2020"	"2020/06"	"Male"	"M"	31	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2020"	"2020/07"	"Female"	"F"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2020"	"2020/07"	"Male"	"M"	31	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2020"	"2020/08"	"Female"	"F"	18	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2020"	"2020/08"	"Male"	"M"	16	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2020"	"2020/09"	"Female"	"F"	16	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2020"	"2020/09"	"Male"	"M"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2020"	"2020/10"	"Female"	"F"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2020"	"2020/10"	"Male"	"M"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2020"	"2020/11"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2020"	"2020/11"	"Male"	"M"	17	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2020"	"2020/12"	"Female"	"F"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2020"	"2020/12"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	31	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	13	Not Applicable	Not Applicable
	"4 years"	"4"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	22	Not Applicable	Not Applicable
	"4 years"	"4"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	38	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	44	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	28	Not Applicable	Not Applicable
	"4 years"	"4"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	29	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	23	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	26	Not Applicable	Not Applicable
	"4 years"	"4"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	30	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	21	Not Applicable	Not Applicable
	"4 years"	"4"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	15	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	25	Not Applicable	Not Applicable
	"4 years"	"4"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	27	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	18	Not Applicable	Not Applicable
	"4 years"	"4"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	20	Not Applicable	Not Applicable
	"4 years"	"4"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	17	Not Applicable	Not Applicable
